rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TU212	1072.0740060853593	-0.19449792271629615	0.09560276621818316	-2.0344382323877115	0.04190743037812388	0.09292416393025368
TU1114	8.160961555758707	-1.1709825122792026	0.5760816521338382	-2.0326676052636268	0.0420861162556877	0.09326878942457267
TU2258	15.933751527221853	0.8052800749671556	0.39646531674534247	2.031148857049715	0.04223989658471296	0.09355787039122333
TU2657	113.34847908708105	0.38597733673069684	0.1901247276953683	2.0301269666991337	0.042343635062413836	0.09368412415298956
TU2942	297.27984466567005	0.2988346135015357	0.14719344557138034	2.0302168506315597	0.04233450174613578	0.09368412415298956
TU2675	31.4773185675949	-0.5843730969821812	0.2880375984286571	-2.028808392272866	0.04247781017996009	0.09392914562132379
TU581	72.0846888106718	0.567246186807066	0.27964724953485176	2.0284347074773263	0.04251590082132766	0.0939615470742572
TU6030	5.681756833056101	-1.3895569569509338	0.6851954280459377	-2.02797172904921	0.042563133452368326	0.09401410579093367
TU1391	50.62651422010484	0.47613145596438256	0.23525797768126533	2.02386954379698	0.04298357636542552	0.09484275356648983
TU1947	165.96231949172378	0.3018227340060478	0.14913296750224408	2.0238498506475846	0.04298560320037716	0.09484275356648983
TU2118	328.47139512611574	-0.30998505222191275	0.15318598082969248	-2.02358630041051	0.04301273578077652	0.09485041680150336
TU8033	20.047475308612864	-0.8052949520629155	0.3989252444185871	-2.018661298902232	0.043522435067651084	0.09592162846960593
TU1106	38.639870083586246	-0.584739010610664	0.28977507619023957	-2.017906502858715	0.043600999677349976	0.09604198225631652
TU1783	42.8011295549706	-0.48251761604050913	0.23939634204639232	-2.0155596861501026	0.04384603889279014	0.09652870396551108
TU1743	16.82493667309529	-0.87204708247606455	0.43286768579474283	-2.0145811551513497	0.04394855365764545	0.09670129067700364
TU427	521.499575444165	-0.22897431440905308	0.1137848262271844	-2.0123448969538322	0.0441835927629	0.09716512528056287
TU2900	375.4375819605007	0.312998487769312	0.15564682730836704	2.0109532149293368	0.044330398664236166	0.09738113328488919
TU3304	121.91109027014971	-0.3237747968816572	0.16100450720028905	-2.0109672860206484	0.044328912274009286	0.09738113328488919
TU563	377.61950175283846	-0.44955279033320156	0.22359015510245278	-2.0106108434300647	0.04436657781041674	0.09740723463415153
TU466	75.83922525202863	0.4700055885823667	0.23386132857484992	2.0097619022631017	0.04445639478634212	0.09755100530839932
TU1363	209.9027452924565	0.36737195088574337	0.1828665394621894	2.008962120496098	0.0445411510610298	0.09768352002388866
TU7096	109.50179639559327	0.38799322644266887	0.19343825221228722	2.0057730154471667	0.044880470941333385	0.09837386987632889
TU289	2020.7176395393692	0.3801193231395279	0.18956752195412538	2.00519223557459	0.044942499829671724	0.09840222928298958
TU3049	425.60556509254263	0.525257462673206	0.2619341807357886	2.0053032452569832	0.044930638104730025	0.09840222928298958
TU321	84.80383804133858	0.364488253901949	0.1818231614633589	2.00463049354359	0.04500256418775779	0.0984799562383848
TU187	27.579588167882093	-0.6441380340730417	0.32161223427673624	-2.002840580743527	0.045194402555156395	0.09884580460644954
TU5022	232.16529117658988	-0.3771899564867177	0.18837619109463416	-2.002322874748166	0.04525001735763352	0.09891347850967981
TU2766	36.8339383986853	0.5289998598369007	0.2643401729903367	2.0012087222786183	0.04536990139552981	0.09912149029682779
TU2705	14.803478057782337	-0.935485307084214	0.46804767445997897	-1.9986966245768707	0.04564118845193483	0.09965987173409953
TU1839	25.73996702769491	-0.6553146211296668	0.32834612406824026	-1.9958043451533862	0.045955223669544076	0.10015881955864582
TU2959	1759.149862982574	-0.1960269293320932	0.09822513921340209	-1.9956900127798116	0.04596767484474214	0.10015881955864582
TU3439	353.63842532007556	0.3172809715760527	0.1589845199579754	1.9956721048056751	0.04596962533996216	0.10015881955864582
TU7046	895.2971643155124	0.28528366507336017	0.14292733459628362	1.9960049341099102	0.045933385729875764	0.10015881955864582
TU1353	256.08242547238797	-0.24741718714447475	0.12403926285341378	-1.994668312700839	0.04607906757798777	0.10034273868558011
TU128	390.45915692618036	0.2591573023523634	0.1299544165976762	1.994216965743337	0.046128348858479655	0.10039552148406347
TU1049	213.30962089720688	-0.2802448984614205	0.1405631868321511	-1.9937289753971335	0.04618168105422102	0.10045705878804778
TU2022	264.67754917257736	0.27311219604886133	0.1371115150911801	1.9918983162518467	0.04638221575809752	0.10083855909664477
TU2251	54.32390698287623	0.5298988672233133	0.26606526318347024	1.9916123618809707	0.04641360597396607	0.10085211184261787
TU245	80.65517311411845	-0.4301301475520271	0.21610472356736574	-1.990378277955335	0.04654928091246873	0.1010373942490997
TU2649	8.8258017889258	-1.027973574556956	0.5164463327388598	-1.9904751169503399	0.04653862239661124	0.1010373942490997
TU1641	491.5012285609954	0.6784723909715263	0.3411903644652833	1.9885449931589791	0.04675144807033598	0.10142129616557194
TU2812	693.5450782292888	-0.24352371909395704	0.12250868072565547	-1.9878078651365223	0.04683294354899582	0.1015431426111002
TU6049	171.93146695418042	0.8795062531326976	0.4430605099433884	1.9850702858737637	0.04713665218118534	0.10214639924020108
TU1883	5.929277334407595	-1.3524986937104053	0.6824288926141745	-1.9818895541327393	0.0474916033204971	0.1028544291264458
TU1920	23.75675776732229	-0.6394821772967871	0.32269644870296904	-1.981683343176201	0.04751469262713335	0.1028544291264458
TU3060	121.6568348894668	-0.3271432629426641	0.16511700141178634	-1.9812815164127129	0.04755971202301015	0.10289632245021463
TU2196	500.53216574100185	-0.2828874823211332	0.1428385779435912	-1.9804697469954449	0.047650769500186194	0.1030377211036928
TU3332	2531.544168874067	0.4511354732824643	0.22802426615304983	1.9784537886843248	0.047877536860225375	0.10347226160250325
TU3250	156.9394150632564	0.2903861267571824	0.14680446108383893	1.9780470199154578	0.04792340249894369	0.10351558222966878
TU2493	67.01927365274872	0.41893042855480206	0.2118976280944592	1.9770416135477094	0.04803692659249917	0.10357208685033358
TU483	225.24439799509398	-0.3339455812797382	0.16889474440677182	-1.9772408102614039	0.048014416633943714	0.10357208685033358
TU7052	291.4804295173857	0.2529438157886872	0.12794970807922315	1.9769002961075215	0.048052901357351074	0.10357208685033358
