locus_tag	GOterm
sll1058	GO:0019877
sll1058	GO:0050661
sll1058	GO:0051287
sll1059	GO:0006139
sll1059	GO:0005524
sll1059	GO:0019205
sll1059	GO:0004017
sll1059	GO:0004550
sll1059	GO:0005737
sll1059	GO:0005829
sll1059	GO:0006163
sll1059	GO:0009123
sll1059	GO:0009132
sll1059	GO:0044209
sll1063	GO:0006508
sll1063	GO:0004222
sll1063	GO:0002949
sll1064	GO:0016787
sll1064	GO:0003993
sll1064	GO:0046872
sll1069	GO:0009058
sll1069	GO:0006633
sll1069	GO:0008152
sll1069	GO:0003824
sll1069	GO:0016747
sll1069	GO:0004315
sll1069	GO:0033817
sll1070	GO:0008152
sll1070	GO:0003824
sll1070	GO:0004802
sll1070	GO:0005829
sll1070	GO:0006098
sll1070	GO:0046872
sll1074	GO:0006429
sll1074	GO:0006418
sll1074	GO:0006412
sll1074	GO:0005737
sll1074	GO:0005524
sll1074	GO:0004812
sll1074	GO:0004823
sll1074	GO:0000166
sll1074	GO:0002161
sll1074	GO:0005829
sll1077	GO:0016787
sll1077	GO:0016813
sll1077	GO:0046872
sll1077	GO:0008783
sll1077	GO:0033389
sll1078	GO:0006464
sll1078	GO:0016151
sll1078	GO:0008270
sll1078	GO:0051604
sll1079	GO:0006461
sll1079	GO:0016151
sll1079	GO:0051604
sll1080	GO:0006790
sll1080	GO:0006810
sll1080	GO:0016020
sll1080	GO:0022857
sll1080	GO:0042626
sll1081	GO:0006810
sll1081	GO:0016020
sll1081	GO:0005215
sll1081	GO:0005886
sll1081	GO:0016021
sll1081	GO:0022857
sll1082	GO:0005524
sll1082	GO:0016887
sll1082	GO:0017111
sll1082	GO:0000166
sll1082	GO:0005886
sll1082	GO:0015414
sll1082	GO:0042128
sll1084	GO:0009451
sll1084	GO:0051539
sll1084	GO:0003824
sll1084	GO:0051536
sll1085	GO:0006072
sll1085	GO:0055114
sll1085	GO:0009331
sll1085	GO:0004368
sll1085	GO:0016491
sll1085	GO:0006071
sll1085	GO:0046168
sll1085	GO:0052591
sll1087	GO:0055085
sll1087	GO:0006810
sll1087	GO:0016020
sll1087	GO:0005215
sll1087	GO:0006814
sll1087	GO:0015293
sll1087	GO:0016021
sll1091	GO:0015995
sll1091	GO:0008152
sll1091	GO:0055114
sll1091	GO:0015979
sll1091	GO:0045550
sll1091	GO:0004497
sll1091	GO:0016491
sll1091	GO:0071949
sll1091	GO:0102067
sll1094	GO:0015074
sll1094	GO:0003677
sll1096	GO:0006412
sll1096	GO:0005622
sll1096	GO:0005840
sll1096	GO:0015935
sll1096	GO:0003735
sll1096	GO:0000049
sll1096	GO:0019843
sll1097	GO:0006412
sll1097	GO:0005622
sll1097	GO:0005840
sll1097	GO:0015935
sll1097	GO:0003723
sll1097	GO:0003735
sll1097	GO:0000028
sll1097	GO:0000049
sll1097	GO:0003729
sll1097	GO:0019843
sll1097	GO:0022627
sll1098	GO:0006414
sll1098	GO:0005622
sll1098	GO:0005525
sll1098	GO:0003924
sll1098	GO:0003746
sll1098	GO:0005829
sll1098	GO:0032790
sll1099	GO:0006414
sll1099	GO:0005622
sll1099	GO:0005525
sll1099	GO:0003924
sll1099	GO:0003746
sll1099	GO:0005737
sll1101	GO:0006412
sll1101	GO:0005622
sll1101	GO:0005840
sll1101	GO:0015935
sll1101	GO:0003723
sll1101	GO:0003735
sll1101	GO:0000049
sll1103	GO:0016021
sll1103	GO:0005886
sll1103	GO:0022857
sll1104	GO:0006810
sll1104	GO:0030288
sll1104	GO:0005215
sll1108	GO:0016787
sll1108	GO:0000166
sll1108	GO:0004309
sll1108	GO:0005737
sll1108	GO:0008253
sll1108	GO:0008254
sll1108	GO:0046050
sll1108	GO:0046872
sll1110	GO:0006415
sll1110	GO:0005737
sll1110	GO:0003747
sll1110	GO:0016149
sll1110	GO:0009658
sll1110	GO:0010027
sll1112	GO:0003855
sll1112	GO:0009073
sll1112	GO:0009423
sll1120	GO:0051276
sll1120	GO:0005694
sll1120	GO:0005524
sll1120	GO:0005515
sll1120	GO:0003677
sll1120	GO:0005737
sll1120	GO:0006260
sll1120	GO:0007062
sll1120	GO:0030261
sll1121	GO:0006281
sll1121	GO:0005524
sll1121	GO:0004003
sll1121	GO:0003677
sll1121	GO:0016787
sll1121	GO:0000725
sll1121	GO:0005829
sll1121	GO:0043138
sll1124	GO:0018106
sll1124	GO:0016310
sll1124	GO:0018298
sll1124	GO:0045449
sll1124	GO:0006355
sll1124	GO:0007600
sll1124	GO:0007165
sll1124	GO:0000160
sll1124	GO:0016020
sll1124	GO:0005524
sll1124	GO:0008020
sll1124	GO:0004673
sll1124	GO:0004871
sll1124	GO:0016772
sll1124	GO:0000155
sll1124	GO:0005887
sll1124	GO:0009927
sll1124	GO:0046777
sll1127	GO:0009234
sll1127	GO:0008152
sll1127	GO:0003824
sll1127	GO:0008935
sll1127	GO:0005829
sll1127	GO:0042372
sll1129	GO:0003824
sll1129	GO:0016787
sll1130	GO:0003677
sll1130	GO:0030096
sll1131	GO:0000271
sll1131	GO:0006810
sll1131	GO:0016021
sll1135	GO:0008152
sll1135	GO:0016491
sll1138	GO:0008152
sll1138	GO:0003824
sll1144	GO:0008168
sll1144	GO:0005737
sll1144	GO:0070475
sll1144	GO:0071424
sll1154	GO:0055085
sll1154	GO:0016021
sll1154	GO:0022857
sll1156	GO:0006313
sll1157	GO:0006313
sll1157	GO:0003677
sll1157	GO:0004803
sll1159	GO:0045454
sll1159	GO:0016209
sll1159	GO:0016491
sll1159	GO:0005737
sll1159	GO:0008379
sll1159	GO:0034599
sll1161	GO:0009190
sll1161	GO:0007242
sll1161	GO:0009055
sll1161	GO:0051536
sll1161	GO:0016849
sll1161	GO:0006171
sll1161	GO:0035556
sll1164	GO:0016020
sll1164	GO:0005886
sll1164	GO:0016021
sll1170	GO:0007165
sll1170	GO:0004871
sll1172	GO:0006520
sll1172	GO:0008152
sll1172	GO:0009088
sll1172	GO:0003824
sll1172	GO:0030170
sll1172	GO:0004795
sll1172	GO:0005737
sll1178	GO:0009058
sll1178	GO:0003824
sll1178	GO:0016740
sll1180	GO:0030253
sll1180	GO:0006508
sll1180	GO:0055085
sll1180	GO:0006810
sll1180	GO:0016021
sll1180	GO:0030256
sll1180	GO:0005524
sll1180	GO:0016887
sll1180	GO:0042626
sll1180	GO:0017111
sll1180	GO:0000166
sll1180	GO:0008233
sll1180	GO:0008565
sll1181	GO:0009306
sll1181	GO:0016020
sll1181	GO:0008565
sll1181	GO:0016021
sll1182	GO:0055114
sll1182	GO:0016020
sll1182	GO:0051537
sll1182	GO:0016491
sll1182	GO:0008121
sll1182	GO:0005886
sll1182	GO:0046872
sll1184	GO:0006788
sll1184	GO:0055114
sll1184	GO:0004392
sll1184	GO:0006979
sll1184	GO:0015979
sll1184	GO:0020037
sll1184	GO:0042167
sll1184	GO:0046872
sll1184	GO:0055072
sll1185	GO:0055114
sll1185	GO:0006779
sll1185	GO:0004109
sll1185	GO:0005737
sll1185	GO:0006782
sll1185	GO:0015995
sll1185	GO:0042803
sll1185	GO:0046872
sll1187	GO:0042158
sll1187	GO:0009249
sll1187	GO:0016020
sll1187	GO:0016757
sll1187	GO:0005887
sll1187	GO:0008961
sll1189	GO:0050660
sll1189	GO:0003824
sll1189	GO:0016491
sll1189	GO:0004458
sll1189	GO:0008720
sll1189	GO:0071949
sll1189	GO:1903457
sll1193	GO:0004519
sll1193	GO:0003676
sll1194	GO:0042549
sll1194	GO:0019898
sll1194	GO:0009654
sll1194	GO:0015979
sll1194	GO:0030096
sll1194	GO:0055114
sll1196	GO:0006002
sll1196	GO:0006096
sll1196	GO:0005945
sll1196	GO:0003872
sll1196	GO:0005524
sll1196	GO:0008443
sll1196	GO:0006007
sll1196	GO:0016208
sll1196	GO:0030388
sll1196	GO:0042802
sll1196	GO:0046872
sll1196	GO:0047334
sll1196	GO:0048029
sll1196	GO:0051289
sll1196	GO:0061621
sll1196	GO:0070095
sll1198	GO:0008033
sll1198	GO:0003723
sll1198	GO:0009019
sll1198	GO:0002939
sll1198	GO:0005829
sll1198	GO:0052906
sll1202	GO:0006827
sll1202	GO:0005381
sll1202	GO:0030288
sll1204	GO:0055085
sll1204	GO:0016021
sll1204	GO:0022857
sll1205	GO:0045449
sll1205	GO:0006355
sll1205	GO:0005622
sll1205	GO:0003677
sll1205	GO:0043565
sll1205	GO:0003700
sll1206	GO:0006810
sll1206	GO:0016020
sll1206	GO:0004872
sll1206	GO:0005215
sll1206	GO:0015344
sll1206	GO:0031230
sll1206	GO:0044718
sll1209	GO:0006281
sll1209	GO:0006260
sll1209	GO:0005622
sll1209	GO:0003677
sll1209	GO:0003911
sll1209	GO:0005829
sll1209	GO:0006288
sll1209	GO:0046872
sll1212	GO:0019673
sll1212	GO:0044237
sll1212	GO:0008152
sll1212	GO:0005622
sll1212	GO:0008446
sll1212	GO:0005488
sll1212	GO:0003824
sll1212	GO:0050662
sll1212	GO:0005737
sll1212	GO:0042351
sll1212	GO:0070401
sll1213	GO:0044237
sll1213	GO:0008152
sll1213	GO:0005488
sll1213	GO:0003824
sll1213	GO:0050662
sll1213	GO:0016853
sll1213	GO:0042351
sll1213	GO:0050577
sll1213	GO:0070401
sll1214	GO:0015995
sll1214	GO:0055114
sll1214	GO:0015979
sll1214	GO:0048529
sll1214	GO:0046872
sll1214	GO:0016491
sll1214	GO:0046914
sll1214	GO:0005506
sll1214	GO:0036068
sll1218	GO:0008152
sll1218	GO:0005488
sll1218	GO:0003824
sll1220	GO:0055114
sll1220	GO:0051287
sll1220	GO:0016491
sll1220	GO:0046872
sll1220	GO:0051537
sll1165	GO:0006298
sll1165	GO:0005524
sll1165	GO:0030983
sll1165	GO:0003684
sll1165	GO:0005829
sll1165	GO:0008094
sll1165	GO:0032136
sll1165	GO:0032300
sll0927	GO:0006730
sll0927	GO:0005524
sll0927	GO:0004478
sll0927	GO:0000287
sll0927	GO:0005829
sll0927	GO:0006556
sll0985	GO:0055085
sll0985	GO:0016020
sll0985	GO:0005886
sll0985	GO:0008381
sll0985	GO:0016021
sll0985	GO:0051171
sll0985	GO:0071470
sll1076	GO:0006754
sll1076	GO:0006812
sll1076	GO:0008152
sll1076	GO:0016020
sll1076	GO:0005524
sll1076	GO:0015662
sll1076	GO:0003824
sll1076	GO:0016820
sll1076	GO:0016021
sll1143	GO:0006281
sll1143	GO:0006268
sll1143	GO:0005737
sll1143	GO:0005524
sll1143	GO:0004003
sll1143	GO:0003677
sll1143	GO:0016787
sll1143	GO:0000725
sll1143	GO:0005829
sll1143	GO:0033202
sll1143	GO:0043138
sll1221	GO:0055114
sll1221	GO:0051539
sll1221	GO:0010181
sll1221	GO:0051287
sll1221	GO:0008137
sll1221	GO:0016491
sll1221	GO:0016651
sll1221	GO:0046872
sll1223	GO:0009055
sll1223	GO:0051536
sll1223	GO:0046872
sll1223	GO:0051539
sll1224	GO:0055114
sll1224	GO:0051539
sll1224	GO:0008137
sll1224	GO:0048038
sll1224	GO:0016491
sll1224	GO:0051536
sll1192	GO:0016020
sll1192	GO:0005887
sll1192	GO:1903424
sll1192	GO:1903425
sll1060	GO:0016021
sll1060	GO:0005576
sll1060	GO:0005886
sll1228	GO:0018106
sll1228	GO:0016310
sll1228	GO:0006355
sll1228	GO:0007165
sll1228	GO:0000160
sll1228	GO:0016020
sll1228	GO:0005524
sll1228	GO:0004673
sll1228	GO:0004871
sll1228	GO:0016772
sll1228	GO:0000156
sll1228	GO:0000155
sll1229	GO:0018106
sll1229	GO:0016310
sll1229	GO:0006355
sll1229	GO:0007165
sll1229	GO:0000160
sll1229	GO:0016020
sll1229	GO:0005524
sll1229	GO:0004673
sll1229	GO:0016772
sll1229	GO:0000156
sll1229	GO:0000155
sll1229	GO:0005887
sll1229	GO:0009927
sll1229	GO:0046777
sll1231	GO:0009058
sll1231	GO:0009103
sll1231	GO:0016757
sll1234	GO:0008152
sll1234	GO:0006730
sll1234	GO:0004013
sll1234	GO:0005488
sll1234	GO:0003824
sll1234	GO:0005829
sll1234	GO:0033353
sll1237	GO:0032259
sll1237	GO:0006479
sll1237	GO:0008168
sll1237	GO:0003676
sll1237	GO:0008276
sll1237	GO:0018364
sll1237	GO:0036009
sll1237	GO:0102559
sll1242	GO:0009451
sll1242	GO:0051539
sll1242	GO:0003824
sll1242	GO:0031419
sll1242	GO:0051536
sll1242	GO:0046872
sll1242	GO:0008168
sll1242	GO:0032259
sll1244	GO:0006412
sll1244	GO:0005622
sll1244	GO:0005840
sll1244	GO:0003735
sll1244	GO:0019843
sll1244	GO:0022625
sll1249	GO:0006139
sll1249	GO:0015940
sll1249	GO:0005524
sll1249	GO:0004127
sll1249	GO:0004592
sll1249	GO:0005829
sll1249	GO:0006220
sll1249	GO:0015949
sll1251	GO:0005488
sll1252	GO:0003723
sll1252	GO:0030096
sll1253	GO:0006396
sll1253	GO:0008152
sll1253	GO:0003723
sll1253	GO:0003824
sll1253	GO:0016779
sll1253	GO:0000049
sll1253	GO:0005524
sll1253	GO:0008033
sll1253	GO:0046872
sll1255	GO:0006313
sll1255	GO:0003677
sll1255	GO:0003676
sll1255	GO:0004803
sll1258	GO:0006229
sll1258	GO:0008829
sll1258	GO:0005515
sll1258	GO:0015949
sll1260	GO:0006412
sll1260	GO:0005622
sll1260	GO:0005840
sll1260	GO:0015935
sll1260	GO:0003735
sll1260	GO:0022627
sll1261	GO:0006414
sll1261	GO:0005622
sll1261	GO:0003746
sll1261	GO:0005737
sll1262	GO:0055114
sll1262	GO:0016020
sll1262	GO:0016655
sll1262	GO:0042651
sll1262	GO:0048038
sll1263	GO:0006812
sll1263	GO:0055085
sll1263	GO:0016020
sll1263	GO:0008324
sll1263	GO:0005886
sll1263	GO:0006876
sll1263	GO:0006879
sll1263	GO:0006882
sll1263	GO:0015086
sll1263	GO:0015093
sll1263	GO:0015341
sll1263	GO:0016021
sll1263	GO:0070574
sll1270	GO:0006810
sll1270	GO:0016021
sll1270	GO:0016020
sll1270	GO:0030288
sll1270	GO:0005215
sll1270	GO:0005886
sll1270	GO:0006865
sll1270	GO:0015276
sll1270	GO:0043190
sll1271	GO:0006810
sll1271	GO:0016021
sll1271	GO:0005215
sll1271	GO:0008643
sll1271	GO:0015288
sll1275	GO:0006096
sll1275	GO:0016310
sll1275	GO:0003824
sll1275	GO:0000287
sll1275	GO:0030955
sll1275	GO:0004743
sll1275	GO:0016772
sll1275	GO:0005524
sll1275	GO:0005737
sll1275	GO:0005829
sll1275	GO:0016301
sll1276	GO:0055085
sll1276	GO:0006810
sll1276	GO:0016021
sll1276	GO:0005524
sll1276	GO:0016887
sll1276	GO:0042626
sll1276	GO:0017111
sll1276	GO:0000166
sll1276	GO:0034040
sll1277	GO:0006281
sll1277	GO:0005694
sll1277	GO:0005524
sll1277	GO:0003697
sll1277	GO:0000731
sll1277	GO:0005737
sll1277	GO:0006260
sll1277	GO:0006302
sll1277	GO:0009432
sll1281	GO:0042549
sll1281	GO:0009539
sll1281	GO:0015979
sll1281	GO:0016021
sll1281	GO:0030096
sll1281	GO:0042651
sll1282	GO:0009231
sll1282	GO:0009349
sll1282	GO:0000906
sll1282	GO:0005829
sll1283	GO:0030435
sll1284	GO:0016787
sll1285	GO:0008152
sll1285	GO:0003824
sll1285	GO:0051536
sll1285	GO:0005506
sll1285	GO:0016841
sll1285	GO:0044689
sll1285	GO:0051539
sll1289	GO:0045454
sll1289	GO:0016209
sll1289	GO:0016491
sll1290	GO:0003723
sll1290	GO:0004540
sll1290	GO:0000175
sll1290	GO:0000178
sll1291	GO:0006355
sll1291	GO:0000160
sll1291	GO:0000156
sll1291	GO:0000976
sll1291	GO:0001216
sll1291	GO:0003700
sll1291	GO:0005829
sll1291	GO:0032993
sll1292	GO:0006355
sll1292	GO:0000160
sll1292	GO:0000156
sll1293	GO:0006935
sll1293	GO:0007165
sll1293	GO:0005622
sll1293	GO:0004871
sll1294	GO:0006935
sll1294	GO:0007165
sll1294	GO:0016021
sll1294	GO:0016020
sll1294	GO:0004871
sll1294	GO:0004888
sll1296	GO:0006935
sll1296	GO:0018106
sll1296	GO:0016310
sll1296	GO:0006355
sll1296	GO:0007165
sll1296	GO:0000160
sll1296	GO:0005737
sll1296	GO:0005622
sll1296	GO:0005524
sll1296	GO:0004673
sll1296	GO:0004871
sll1296	GO:0016772
sll1296	GO:0000156
sll1296	GO:0000155
sll1297	GO:0055114
sll1297	GO:0051537
sll1297	GO:0010277
sll1297	GO:0016491
sll1297	GO:0046872
sll1297	GO:0051213
sll1299	GO:0008152
sll1299	GO:0006082
sll1299	GO:0016310
sll1299	GO:0005622
sll1299	GO:0016301
sll1299	GO:0016774
sll1299	GO:0000287
sll1299	GO:0005524
sll1299	GO:0005737
sll1299	GO:0006085
sll1299	GO:0008776
sll1300	GO:0006400
sll1300	GO:0008176
sll1300	GO:0030488
sll1300	GO:0036265
sll1300	GO:0043527
sll1305	GO:0003824
sll1305	GO:0016787
sll1306	GO:0005975
sll1306	GO:0003824
sll1306	GO:0016810
sll1306	GO:0030288
sll1308	GO:0008152
sll1308	GO:0055114
sll1308	GO:0005488
sll1308	GO:0003824
sll1308	GO:0016491
sll1314	GO:0006810
sll1314	GO:0030288
sll1314	GO:0016020
sll1314	GO:0055085
sll1316	GO:0055114
sll1316	GO:0016020
sll1316	GO:0042651
sll1316	GO:0051537
sll1316	GO:0016491
sll1316	GO:0016679
sll1316	GO:0009496
sll1316	GO:0008121
sll1316	GO:0005886
sll1316	GO:0015979
sll1316	GO:0016021
sll1316	GO:0045158
sll1316	GO:0046872
sll1317	GO:0015979
sll1317	GO:0031361
sll1317	GO:0009055
sll1317	GO:0020037
sll1317	GO:0005506
sll1317	GO:0009512
sll1319	GO:0016020
sll1319	GO:0005886
sll1319	GO:0016021
sll1321	GO:0015986
sll1321	GO:0045263
sll1321	GO:0015078
sll1321	GO:0005886
sll1321	GO:0006811
sll1321	GO:0016021
sll1323	GO:0015986
sll1323	GO:0045263
sll1323	GO:0015078
sll1323	GO:0016021
sll1323	GO:0042651
sll1323	GO:0045260
sll1323	GO:0046933
sll1324	GO:0015986
sll1324	GO:0045263
sll1324	GO:0015078
sll1324	GO:0016021
sll1324	GO:0042651
sll1324	GO:0045260
sll1324	GO:0046933
sll1325	GO:0015986
sll1325	GO:0005886
sll1325	GO:0045261
sll1325	GO:0046933
sll1325	GO:0042651
sll1325	GO:0045260
sll1326	GO:0046034
sll1326	GO:0015986
sll1326	GO:0015992
sll1326	GO:0045261
sll1326	GO:0016469
sll1326	GO:0033178
sll1326	GO:0046933
sll1326	GO:0016820
sll1326	GO:0046961
sll1326	GO:0005524
sll1326	GO:0005886
sll1326	GO:0042651
sll1326	GO:0043531
sll1326	GO:0045260
sll1327	GO:0015986
sll1327	GO:0045261
sll1327	GO:0046933
sll1327	GO:0046961
sll1327	GO:0005524
sll1327	GO:0006754
sll1327	GO:0042651
sll1327	GO:0045260
sll1329	GO:0004437
sll1329	GO:0000105
sll1329	GO:0042578
sll1329	GO:0046855
sll1329	GO:0046872
sll1330	GO:0006355
sll1330	GO:0000160
sll1330	GO:0003677
sll1330	GO:0000156
sll1330	GO:0000976
sll1330	GO:0001216
sll1330	GO:0003700
sll1330	GO:0005829
sll1330	GO:0032993
sll1334	GO:0007165
sll1334	GO:0016020
sll1334	GO:0000155
sll1336	GO:0005737
sll1336	GO:0016813
sll1341	GO:0006879
sll1341	GO:0006826
sll1341	GO:0055114
sll1341	GO:0008199
sll1341	GO:0016491
sll1341	GO:0046914
sll1341	GO:0004322
sll1341	GO:0005506
sll1341	GO:0005829
sll1341	GO:0006880
sll1341	GO:0020037
sll1343	GO:0006508
sll1343	GO:0005488
sll1343	GO:0008237
sll1343	GO:0008270
sll1343	GO:0005737
sll1343	GO:0030089
sll1343	GO:0042277
sll1343	GO:0043171
sll1343	GO:0070006
sll1349	GO:0008152
sll1349	GO:0003824
sll1349	GO:0008967
sll1349	GO:0005829
sll1349	GO:0006281
sll1349	GO:0016311
sll1353	GO:0018106
sll1353	GO:0016310
sll1353	GO:0007165
sll1353	GO:0016020
sll1353	GO:0005524
sll1353	GO:0004673
sll1353	GO:0004871
sll1353	GO:0016772
sll1353	GO:0000155
sll1353	GO:0016021
sll1354	GO:0006310
sll1354	GO:0006281
sll1354	GO:0008409
sll1354	GO:0016787
sll1354	GO:0030145
sll1354	GO:0003676
sll1356	GO:0005975
sll1356	GO:0004645
sll1356	GO:0030170
sll1356	GO:0005737
sll1356	GO:0005980
sll1356	GO:0008184
sll1356	GO:0102250
sll1356	GO:0102499
sll1358	GO:0045735
sll1358	GO:0030288
sll1358	GO:0033609
sll1358	GO:0046872
sll1359	GO:0009055
sll1359	GO:0020037
sll1359	GO:0005506
sll1359	GO:0015979
sll1359	GO:0046872
sll1360	GO:0006310
sll1360	GO:0006281
sll1360	GO:0006260
sll1360	GO:0016539
sll1360	GO:0009360
sll1360	GO:0005524
sll1360	GO:0003677
sll1360	GO:0003887
sll1360	GO:0009378
sll1360	GO:0017111
sll1360	GO:0000166
sll1360	GO:0006261
sll1362	GO:0006428
sll1362	GO:0006418
sll1362	GO:0006412
sll1362	GO:0005737
sll1362	GO:0005524
sll1362	GO:0004812
sll1362	GO:0003824
sll1362	GO:0004822
sll1362	GO:0000166
sll1362	GO:0008270
sll1362	GO:0000049
sll1362	GO:0002161
sll1365	GO:0007165
sll1365	GO:0016021
sll1365	GO:0003824
sll1365	GO:0004721
sll1365	GO:0004871
sll1365	GO:0016791
sll1366	GO:0005524
sll1366	GO:0003677
sll1366	GO:0004386
sll1366	GO:0003676
sll1366	GO:0008094
sll1369	GO:0006508
sll1369	GO:0004185
sll1369	GO:0000270
sll1370	GO:0009058
sll1370	GO:0016779
sll1370	GO:0004475
sll1370	GO:0009298
sll1371	GO:0045449
sll1371	GO:0006355
sll1371	GO:0005622
sll1371	GO:0003677
sll1371	GO:0003700
sll1371	GO:0005829
sll1371	GO:0045893
sll1374	GO:0006814
sll1374	GO:0016020
sll1374	GO:0005215
sll1374	GO:0005887
sll1374	GO:0008643
sll1374	GO:0015293
sll1374	GO:0071702
sll1376	GO:0006633
sll1376	GO:0008152
sll1376	GO:0055114
sll1376	GO:0005783
sll1376	GO:0005488
sll1376	GO:0003824
sll1376	GO:0005506
sll1376	GO:0016491
sll1376	GO:0006071
sll1376	GO:0006629
sll1376	GO:0015979
sll1376	GO:0016021
sll1376	GO:0016857
sll1382	GO:0022900
sll1382	GO:0051537
sll1382	GO:0009055
sll1382	GO:0051536
sll1382	GO:0046872
sll1383	GO:0004437
sll1383	GO:0006020
sll1383	GO:0007165
sll1383	GO:0008934
sll1383	GO:0046854
sll1383	GO:0046855
sll1383	GO:0046872
sll1383	GO:0052832
sll1383	GO:0052833
sll1384	GO:0005488
sll1384	GO:0031072
sll1387	GO:0016787
sll1388	GO:0006950
sll1392	GO:0045449
sll1392	GO:0006355
sll1392	GO:0003677
sll1392	GO:0003700
sll1392	GO:0000976
sll1393	GO:0009058
sll1393	GO:0009250
sll1393	GO:0009011
sll1393	GO:0004373
sll1393	GO:0005978
sll1393	GO:0033201
sll1394	GO:0055114
sll1394	GO:0019538
sll1394	GO:0016671
sll1394	GO:0005737
sll1394	GO:0006464
sll1394	GO:0008113
sll1394	GO:0034599
sll1394	GO:0036456
sll1395	GO:0045226
sll1395	GO:0008152
sll1395	GO:0005488
sll1395	GO:0003824
sll1395	GO:0008831
sll1395	GO:0005829
sll1395	GO:0019305
sll1398	GO:0015979
sll1398	GO:0016020
sll1398	GO:0009654
sll1398	GO:0030096
sll1404	GO:0006810
sll1404	GO:0016020
sll1404	GO:0008565
sll1404	GO:0005887
sll1404	GO:0017038
sll1405	GO:0006810
sll1405	GO:0016020
sll1405	GO:0005215
sll1405	GO:0005887
sll1405	GO:0015031
sll1405	GO:0022857
sll1406	GO:0015891
sll1406	GO:0006810
sll1406	GO:0016020
sll1406	GO:0005506
sll1406	GO:0004872
sll1406	GO:0015343
sll1406	GO:0005215
sll1406	GO:0009279
sll1406	GO:0015344
sll1406	GO:0016021
sll1406	GO:0038023
sll1407	GO:0008152
sll1407	GO:0008168
sll1408	GO:0045449
sll1408	GO:0006355
sll1408	GO:0005622
sll1408	GO:0003677
sll1408	GO:0043565
sll1408	GO:0003700
sll1409	GO:0015891
sll1409	GO:0006810
sll1409	GO:0016020
sll1409	GO:0005506
sll1409	GO:0004872
sll1409	GO:0015343
sll1409	GO:0005215
sll1409	GO:0009279
sll1409	GO:0015344
sll1409	GO:0016021
sll1409	GO:0038023
sll1415	GO:0008152
sll1415	GO:0003951
sll1415	GO:0005524
sll1415	GO:0005737
sll1415	GO:0006741
sll1415	GO:0019674
sll1415	GO:0046872
sll1418	GO:0015979
sll1418	GO:0019898
sll1418	GO:0009654
sll1418	GO:0005509
sll1423	GO:0045449
sll1423	GO:0006355
sll1423	GO:0005622
sll1423	GO:0003677
sll1423	GO:0003700
sll1423	GO:0005829
sll1425	GO:0006433
sll1425	GO:0006418
sll1425	GO:0006412
sll1425	GO:0005737
sll1425	GO:0005524
sll1425	GO:0004812
sll1425	GO:0000166
sll1425	GO:0004827
sll1425	GO:0002161
sll1425	GO:0005829
sll1427	GO:0006508
sll1427	GO:0003824
sll1427	GO:0005515
sll1427	GO:0004252
sll1428	GO:0015711
sll1428	GO:0006814
sll1428	GO:0016021
sll1428	GO:0016020
sll1428	GO:0008508
sll1429	GO:0009307
sll1429	GO:0003677
sll1429	GO:0004519
sll1429	GO:0015666
sll1429	GO:0043590
sll1430	GO:0006168
sll1430	GO:0009116
sll1430	GO:0005737
sll1430	GO:0003999
sll1430	GO:0002055
sll1430	GO:0006166
sll1430	GO:0016208
sll1430	GO:0044209
sll1432	GO:0006461
sll1432	GO:0016151
sll1432	GO:0003924
sll1432	GO:0005525
sll1432	GO:0008270
sll1432	GO:0051604
sll1434	GO:0009252
sll1434	GO:0009273
sll1434	GO:0046677
sll1434	GO:0009274
sll1434	GO:0003824
sll1434	GO:0008658
sll1434	GO:0008233
sll1434	GO:0016763
sll1434	GO:0004180
sll1434	GO:0008144
sll1434	GO:0008955
sll1444	GO:0009098
sll1444	GO:0008152
sll1444	GO:0009316
sll1444	GO:0003861
sll1451	GO:0015706
sll1451	GO:0006810
sll1451	GO:0016021
sll1451	GO:0016020
sll1451	GO:0015112
sll1451	GO:0005215
sll1451	GO:0005886
sll1451	GO:0022857
sll1451	GO:0042128
sll1452	GO:0015706
sll1452	GO:0016020
sll1452	GO:0005524
sll1452	GO:0016887
sll1452	GO:0015112
sll1452	GO:0017111
sll1452	GO:0000166
sll1452	GO:0005886
sll1452	GO:0015414
sll1452	GO:0042128
sll1453	GO:0015706
sll1453	GO:0016020
sll1453	GO:0005524
sll1453	GO:0016887
sll1453	GO:0015112
sll1453	GO:0017111
sll1453	GO:0000166
sll1453	GO:0016021
sll1454	GO:0005488
sll1454	GO:0009055
sll1454	GO:0030151
sll1454	GO:0016491
sll1454	GO:0019333
sll1454	GO:0042128
sll1454	GO:0043546
sll1454	GO:0045272
sll1454	GO:0045333
sll1454	GO:0046872
sll1454	GO:0051539
sll1459	GO:0016787
sll1459	GO:0000166
sll1459	GO:0005737
sll1459	GO:0008253
sll1459	GO:0046872
sll1462	GO:0003824
sll1462	GO:0046892
sll1462	GO:0051604
sll1463	GO:0030163
sll1463	GO:0006508
sll1463	GO:0016020
sll1463	GO:0005524
sll1463	GO:0004222
sll1463	GO:0017111
sll1463	GO:0000166
sll1463	GO:0004176
sll1463	GO:0008270
sll1463	GO:0016021
sll1463	GO:0042651
sll1466	GO:0009058
sll1466	GO:0016757
sll1468	GO:0006629
sll1468	GO:0055114
sll1468	GO:0016491
sll1468	GO:0016021
sll1469	GO:0008152
sll1469	GO:0008080
