"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"syn00195","syn00195","Photosynthesis","15/78","63/954",6.62092139785112e-05,0.00284699620107598,0.00271806246859151,"slr1311/slr0737/sll1322/sll1194/smr0005/slr1834/slr1835/sll0851/sml0008/ssr2831/sll0427/ssl0563/smr0001/slr0342/sll0199",15
"syn00196","syn00196","Photosynthesis - antenna proteins","6/78","15/954",0.000681564593163238,0.0146536387530096,0.0139900100701928,"slr2051/sll1580/sll1578/sll1577/slr1986/slr0335",6
